id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
450,Bee,Pashen,Cherokee,Female,3/28/1956,3,1,2,2/10/2018,true,72037,4,1,8,"Poisoning by, adverse effect of and underdosing of laxatives",3,true,11,2,false,3,39,84,27,49651,51,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,false,26,4,true,8,9,30,91,12962,96,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,true
451,Johnath,Millbank,Delaware,Female,1/3/1985,3,2,2,3/1/2018,false,278662,2,4,10,"Unsp disp fx of 4th cervcal vert, subs for fx w delay heal",3,false,6,1,true,4,5,91,0,26619,9,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,false,7,1,true,5,61,70,112,48827,17,amet justo morbi ut odio cras mi pede malesuada in imperdiet,true
452,Deidre,Powis,Malaysian,Female,10/13/1970,2,2,2,9/19/2018,false,253797,5,3,5,Other fall from one level to another,5,false,24,3,true,6,110,76,34,88701,7,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,true,5,2,false,7,65,74,54,7620,50,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,false
453,Dawn,Olczyk,Alaskan Athabascan,Female,2/1/1998,3,1,3,3/7/2018,false,301554,5,2,4,"Toxic effect of ethanol, accidental (unintentional)",5,false,1,2,true,1,46,81,115,92878,15,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,true,14,4,false,8,64,105,78,82676,26,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,false
454,Merill,Murfett,Spaniard,Male,6/11/1976,3,1,2,8/1/2018,true,267004,1,2,3,"Unsp inj intrns musc/fasc/tend l idx fngr at wrs/hnd lv,init",2,true,24,1,false,6,98,88,23,97909,20,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,false,14,3,false,6,85,50,80,66691,60,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,false
455,Seth,Raithbie,Apache,Male,8/31/1986,3,3,2,5/14/2019,false,422408,2,4,0,Underdosing of antiparkns drug/centr muscle-tone depressants,1,true,30,2,false,5,37,73,69,26869,26,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,true,19,1,false,1,82,117,34,86851,71,turpis enim blandit mi in porttitor pede justo eu massa,false
456,Charline,Rennie,Pueblo,Female,7/15/1948,2,3,2,4/23/2018,false,419761,4,1,3,Type 2 diabetes w prolif diabetic rtnop w macular edema,2,true,21,4,true,2,26,13,82,42848,44,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,false,19,3,true,5,108,85,24,24686,15,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,true
457,Damien,Pridding,Black or African American,Male,2/27/1985,1,1,1,4/3/2020,false,404455,2,3,9,Laceration w/o foreign body of abd wall w penet perit cav,5,true,24,1,false,4,14,98,44,94999,52,integer pede justo lacinia eget tincidunt eget tempus vel pede,false,27,1,true,4,75,101,81,14705,28,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,false
458,Angie,Alven,Korean,Male,6/29/1978,3,2,2,5/17/2019,false,247314,1,1,8,Malignant neoplasm of left spermatic cord,4,false,18,1,true,1,88,100,24,15344,88,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,false,3,2,false,3,46,87,51,31205,43,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,false
459,Callie,Hynde,Aleut,Female,12/19/1963,1,3,2,4/10/2020,false,280092,3,3,7,Postprocedural seroma of the spleen fol proc on spleen,2,false,19,1,false,5,53,5,116,44459,44,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,false,26,1,false,2,38,41,68,33935,69,pede lobortis ligula sit amet eleifend pede libero quis orci nullam,false
460,Magdaia,Hedley,Osage,Female,2/8/1958,1,1,1,7/14/2020,false,305550,3,1,3,"Strain msl/tnd lng extn msl of toe at ank/ft level, r foot",4,true,9,4,true,8,4,50,99,43658,58,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,false,21,2,true,2,13,28,22,99086,37,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,true
461,Mignonne,Morehall,Native Hawaiian,Female,6/7/1956,3,1,2,5/9/2019,true,75264,3,4,1,Other abnormalities of forces of labor,1,true,29,4,true,6,4,56,20,31193,88,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,true,31,2,true,2,105,111,73,7640,35,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,false
462,Yorker,Reeve,Chickasaw,Male,12/18/1973,3,2,3,1/12/2018,false,279996,3,2,4,"Adverse effect of rifampicins, sequela",5,false,7,4,false,1,114,42,54,90002,19,donec vitae nisi nam ultrices libero non mattis pulvinar nulla,true,6,1,true,1,75,7,50,75244,5,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,false
463,Holmes,Baselli,Micronesian,Male,3/8/1965,2,2,1,6/18/2020,false,89905,1,3,10,"Oth injury due to oth accident to canoe or kayak, init",2,true,2,1,true,5,35,98,77,32571,15,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,true,24,1,true,3,64,65,103,90033,98,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,true
464,Gabby,Mitkcov,Argentinian,Male,10/25/1986,3,2,3,3/2/2019,false,442223,4,4,8,Measles keratitis and keratoconjunctivitis,4,true,23,1,true,2,37,84,93,54148,31,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,true,5,4,true,4,93,17,8,75398,67,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,true
465,Bennie,Okenfold,Yuman,Male,1/24/1941,2,3,3,3/14/2020,false,157956,5,3,4,"Poisoning by smallpox vaccines, self-harm, sequela",1,false,6,2,true,2,46,53,51,45681,62,ut nulla sed accumsan felis ut at dolor quis odio consequat,false,8,2,true,6,6,24,49,71970,87,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,true
466,Germaine,Baldazzi,Cherokee,Female,9/19/1948,3,3,2,7/29/2018,false,384402,3,2,6,"Subluxation of T7/T8 thoracic vertebra, subsequent encounter",4,false,16,3,false,1,28,31,68,97646,100,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,false,5,3,false,7,86,81,25,28236,37,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,false
467,Reg,Robroe,Ute,Male,2/8/1961,3,3,2,2/11/2019,true,368541,1,3,2,"Glaucoma secondary to eye trauma, right eye, severe stage",2,true,8,4,false,5,110,61,80,51091,95,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,false,29,1,false,8,89,86,38,33373,90,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,false
468,Jojo,Fishly,Lumbee,Female,7/14/1956,1,3,2,9/6/2019,false,108979,1,2,10,"Inflammation (infection) of postprocedural bleb, stage 2",4,false,16,2,true,8,91,103,54,65016,65,cursus id turpis integer aliquet massa id lobortis convallis tortor risus,false,7,3,false,7,66,90,83,20505,35,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,false
469,Elora,Skoate,Crow,Female,5/17/1977,1,2,3,7/19/2019,true,473924,3,4,8,"Oth traum displ spondylolysis of 4th cervcal vert, 7thG",2,true,13,3,true,5,115,108,27,66339,50,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,true,13,2,false,3,70,51,37,76647,60,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,false
470,Clim,Burley,Thai,Male,9/7/1951,3,2,2,2/7/2019,true,35089,4,3,1,"Subluxation of metacarpophalangeal joint of unsp thumb, init",5,false,27,2,false,8,44,88,14,78710,28,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,true,16,1,false,6,15,19,61,1749,6,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,true
471,Bobbe,Barbrook,Indonesian,Female,11/21/1953,2,2,1,8/9/2018,true,317582,5,2,4,"Perst migraine aura w/o cerebral infrc, ntrct, w stat migr",5,false,12,4,false,8,10,41,12,72885,82,lacus purus aliquet at feugiat non pretium quis lectus suspendisse,true,1,1,false,3,110,8,80,69283,24,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,true
472,Sammie,Nornasell,Laotian,Male,4/16/1966,2,2,2,8/7/2018,true,112877,3,4,4,"Gastric contents in pharynx causing asphyxiation, sequela",3,true,8,3,false,2,53,83,16,21215,7,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,true,25,4,false,1,94,1,3,49248,78,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,false
473,Karon,Carlow,Panamanian,Female,10/31/1979,1,3,1,7/29/2018,false,494380,2,2,4,Epicranial subaponeurotic hemorrhage due to birth injury,3,true,26,3,false,2,55,40,10,63091,13,primis in faucibus orci luctus et ultrices posuere cubilia curae donec,false,2,2,true,7,11,66,16,89220,54,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,false
474,Nealy,Castillou,Chickasaw,Male,11/14/1959,1,2,1,4/13/2019,false,234178,4,4,10,"Partial traumatic trnsphal amputation of r idx fngr, sequela",5,false,22,2,true,6,120,48,74,20145,53,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,false,8,3,true,2,118,49,114,9541,42,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,true
475,Wildon,Hayland,Malaysian,Male,12/21/1949,3,1,1,12/9/2019,false,465964,3,1,7,Contusion of scrotum and testes,5,true,5,1,true,4,13,40,57,74785,10,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,true,22,2,false,1,12,11,29,2863,35,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,true
476,Darrick,Dobbie,Alaska Native,Male,8/24/1958,2,1,1,2/11/2018,true,243648,2,4,0,"Displaced comminuted fx shaft of radius, right arm, init",4,true,8,4,true,5,15,29,18,53795,17,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,false,19,2,false,2,97,109,42,22436,48,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,false
477,Jeane,Blagburn,Costa Rican,Female,7/16/1973,1,3,3,2/22/2019,true,171986,2,3,2,Contusion of ovary,1,true,14,2,true,1,53,118,76,85835,44,elementum ligula vehicula consequat morbi a ipsum integer a nibh in,true,18,4,false,3,40,103,5,95177,78,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,false
478,Mathe,Bunney,Osage,Male,7/26/1947,1,3,1,4/12/2018,true,228981,1,1,5,"Disp fx of mid 3rd of navic bone of r wrs, 7thK",3,true,11,3,true,5,58,110,90,47137,66,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,false,9,4,true,5,43,9,42,90573,23,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,false
479,Iolanthe,Gumme,Cambodian,Female,10/14/1977,3,1,2,5/3/2020,false,139201,1,4,6,"Exposure to other ionizing radiation, initial encounter",4,true,10,2,false,3,89,2,5,95473,99,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,true,18,1,true,4,70,49,107,98757,88,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,false
480,Vick,Gerard,Guamanian,Male,9/17/1971,1,1,3,2/24/2019,true,21865,3,1,2,"Adverse effect of anterior pituitary hormones, sequela",5,false,31,2,false,2,24,20,96,69611,11,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,false,16,3,false,8,114,23,96,96253,75,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,false
481,Pierre,Tipple,Indonesian,Male,6/26/1990,3,3,2,8/17/2019,false,450496,5,3,3,"Low vision, right eye, normal vision left eye",5,false,10,3,false,4,20,93,18,43027,3,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,false,28,3,false,2,36,47,91,43837,35,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,true
482,Antonetta,Daltry,Asian Indian,Female,8/21/1955,1,2,3,2/1/2018,false,278339,3,2,10,"Unsp injury of musc/fasc/tend lower back, sequela",1,true,25,1,false,7,105,81,46,33236,51,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,false,14,4,false,2,106,20,111,40441,16,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,true
483,Guglielmo,Spriggs,Spaniard,Male,8/5/1976,1,1,1,2/6/2019,true,101689,5,4,10,"Stress fracture, right ulna",4,true,20,2,false,5,82,9,10,60820,52,potenti cras in purus eu magna vulputate luctus cum sociis,false,11,1,true,2,112,112,28,69617,72,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,false
484,Jerry,Cobbing,Potawatomi,Male,8/23/1940,1,1,2,5/14/2020,false,409888,1,2,8,"Stress fracture, left ankle",3,false,1,4,true,3,33,7,79,53816,13,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,true,17,3,false,7,43,21,7,22391,58,ante ipsum primis in faucibus orci luctus et ultrices posuere,true
485,Jarret,Brunker,Ute,Male,2/2/1957,1,2,3,6/14/2019,false,264825,3,1,7,"Contus/lac right cerebrum w LOC of 31-59 min, subs",4,false,21,3,true,6,21,39,46,21243,50,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,false,6,3,true,1,36,34,90,81139,36,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,true
486,Almeta,Paeckmeyer,Colville,Female,9/17/1946,2,3,2,5/1/2019,true,406855,1,4,10,"Oth extrartic fx low end r rad, 7thN",3,true,11,4,true,4,25,3,70,27450,64,iaculis diam erat fermentum justo nec condimentum neque sapien placerat,false,29,4,false,6,73,42,35,59637,42,rutrum ac lobortis vel dapibus at diam nam tristique tortor,true
487,Artie,Digginson,Polynesian,Male,6/23/1946,1,1,2,8/9/2018,false,13044,5,4,6,"Injury of peripheral nerves of neck, initial encounter",5,true,26,4,false,1,23,35,45,99277,29,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,true,11,2,true,2,72,49,29,39639,57,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,true
488,Danni,Hamber,Asian,Female,12/28/1987,2,3,3,10/21/2019,true,481265,2,3,4,Occupant of hv veh injured in collision w rail trn/veh,2,true,16,4,true,6,86,54,55,24000,70,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,false,4,2,true,3,90,89,57,9321,10,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,false
489,Roseanne,Elloit,Cuban,Female,7/4/1969,1,3,1,12/1/2018,true,118057,4,1,1,"Burn of 2nd deg mul fingers (nail), not including thumb",2,false,20,2,true,5,89,56,54,19948,93,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,false,17,1,false,6,112,38,19,63913,14,sed accumsan felis ut at dolor quis odio consequat varius,true
490,Fletcher,Hawkett,Malaysian,Male,12/30/1972,1,2,3,6/14/2018,true,162383,5,3,2,Injury of extn musc/fasc/tend at forearm level,4,false,4,2,true,2,63,114,10,11261,79,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,false,3,3,true,6,55,28,32,50007,68,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,true
491,Myrtice,Dinse,Pueblo,Female,10/26/1961,1,1,2,3/28/2019,true,10600,5,2,6,"Other intervertebral disc disorders, lumbosacral region",1,true,14,3,true,3,104,71,63,69488,13,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,true,26,1,true,8,29,56,6,6459,58,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,false
492,Lena,Pelling,American Indian and Alaska Native (AIAN),Female,10/11/1966,1,3,1,5/18/2018,true,409198,5,1,6,"Subluxation of C3/C4 cervical vertebrae, initial encounter",4,true,1,1,false,4,55,80,31,77941,96,nulla quisque arcu libero rutrum ac lobortis vel dapibus at,false,11,1,true,5,119,62,93,27655,13,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,true
493,Nollie,Arrigucci,Cheyenne,Male,4/29/1962,3,1,2,6/22/2019,false,172049,3,2,7,"Foreign body in small intestine, initial encounter",5,true,12,4,false,7,67,69,23,39101,21,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,true,1,4,false,7,46,23,4,59175,73,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,false
494,Johann,Penswick,Eskimo,Male,5/21/1946,1,3,2,5/6/2018,true,5981,4,3,4,"Insect bite (nonvenomous) of right ear, subsequent encounter",4,false,5,1,false,7,52,87,114,22791,57,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,true,2,2,true,8,62,60,29,31581,70,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,false
495,Klarrisa,Fyndon,Shoshone,Female,5/13/1984,2,1,1,6/18/2020,false,450760,5,1,10,"Chronic gout due to renal impairment, hip",3,true,2,4,true,3,7,113,22,53706,30,donec semper sapien a libero nam dui proin leo odio,false,20,4,false,6,35,58,55,46761,19,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,false
496,Tisha,Jankowski,Iroquois,Female,9/7/1940,2,2,1,2/14/2018,false,479759,2,1,0,Chronic venous htn w ulcer and inflammation of r low extrem,2,true,13,1,false,3,3,120,0,81437,87,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,true,18,3,false,1,107,43,64,84632,20,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,false
497,Ophelie,Calderon,American Indian and Alaska Native (AIAN),Female,7/14/1999,2,2,2,6/12/2020,false,475739,4,2,1,Petrositis,4,false,28,1,false,2,14,47,3,7212,92,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,false,12,3,false,1,27,118,95,6576,51,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,false
498,Georgette,Balshaw,Creek,Female,3/9/1995,1,2,3,6/12/2019,true,486799,2,3,9,Drug abuse counseling and surveillance,2,true,12,1,false,1,83,92,105,24810,32,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,true,20,3,false,2,91,80,27,36215,87,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,false
499,Lovell,Ewbanche,Osage,Male,12/2/1955,3,2,1,12/13/2019,true,305870,3,3,7,"Unsp injury of heart with hemopericardium, init encntr",4,false,20,3,false,1,54,84,50,82691,15,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,false,31,4,true,4,73,11,67,99987,84,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,false
500,Tadd,Honig,Fijian,Male,8/18/1972,2,2,1,7/21/2020,true,366217,4,1,8,Endometriosis of ovary,2,false,2,4,true,7,99,46,25,45513,60,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,true,22,3,true,5,57,47,9,51323,69,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,true
501,Fabio,Buckmaster,Menominee,Male,3/18/1940,1,1,1,10/3/2019,false,169086,1,4,10,"Passenger on bus injured in clsn w unsp mv in traf, init",2,true,5,2,false,7,55,7,82,45372,35,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,true,23,1,true,7,79,87,90,67009,47,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,true
502,Dody,Meiningen,Alaskan Athabascan,Female,6/28/1987,1,2,1,7/28/2020,false,65239,2,1,6,"Adverse effect of other psychotropic drugs, init encntr",1,true,15,4,false,2,52,97,51,41361,98,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,false,3,1,false,1,69,56,28,88282,33,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,false
503,Di,Skep,Laotian,Female,9/25/1973,1,3,2,2/5/2018,true,267461,2,1,7,"Poisoning by, adverse effect of and underdosing of laxatives",5,true,26,1,false,8,58,85,27,37870,3,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,false,11,3,true,3,73,44,4,67987,25,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,false
504,Idelle,Bearfoot,Puerto Rican,Female,3/1/1988,1,2,3,4/14/2018,false,350886,1,4,1,Mild intermittent asthma with status asthmaticus,4,true,1,2,false,1,62,75,98,86698,20,quisque porta volutpat erat quisque erat eros viverra eget congue eget,false,28,4,true,4,98,96,7,42053,32,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,false
505,Hanan,Chesters,Dominican (Dominican Republic),Male,10/3/1957,3,1,1,9/11/2019,false,110862,4,2,0,"Anaphylactic reaction due to admin blood/products, sequela",4,false,21,3,false,6,83,117,1,47905,80,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,false,29,4,true,8,13,19,77,78241,21,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,true
506,Adriane,Pettifor,Bangladeshi,Female,2/10/1970,2,2,2,1/26/2020,false,331775,4,1,10,"Unspecified injury of femoral artery, left leg, sequela",3,false,25,3,true,5,58,82,8,99258,92,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,true,13,4,false,1,5,76,87,29245,76,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,true
507,Park,Edgin,Choctaw,Male,9/9/2001,1,1,1,10/13/2019,true,261762,2,4,1,"Corrosion of first degree of scalp, initial encounter",4,false,27,3,false,8,25,42,21,22152,65,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,false,6,1,false,7,23,88,117,7191,36,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,false
508,Lou,Endley,Indonesian,Female,3/1/1945,1,2,2,10/9/2019,true,348315,4,4,2,"Path fracture in neoplastic disease, unsp site, sequela",3,true,23,3,true,5,67,38,52,7765,79,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,false,23,4,false,4,63,83,68,89908,77,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,false
509,Ulric,Withur,Tongan,Male,8/26/1950,2,1,1,6/9/2018,false,456837,1,1,1,"Nondisp transverse fx shaft of unsp rad, 7thP",2,false,14,2,false,6,45,17,114,55351,12,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,true,4,1,true,5,58,28,77,946,96,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,false
510,Archer,Tomes,Chinese,Male,4/3/1958,1,3,1,12/18/2018,false,292047,2,3,9,"Nondisp avulsion fracture of right ilium, init for opn fx",3,false,15,3,false,2,82,105,77,58316,45,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,true,24,1,false,8,102,89,102,23565,41,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,true
511,Shanie,Sprulls,Navajo,Female,4/1/1960,1,3,1,12/12/2018,false,36424,2,4,6,Eumycetoma,3,false,21,1,true,1,66,63,37,50327,1,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,false,27,4,true,1,17,26,34,20313,36,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,false
512,Wesley,Gauvin,Yuman,Male,2/15/1958,3,1,3,6/30/2019,true,166512,5,2,4,"Contusion of unspecified thumb with damage to nail, sequela",4,false,5,2,false,2,4,87,93,32513,19,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,false,31,3,false,7,86,59,47,77094,35,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,true
513,Giacobo,Mallabund,Indonesian,Male,11/18/1971,2,3,1,6/9/2018,true,411686,3,3,10,"Sltr-haris Type I physeal fx lower end radius, left arm",2,false,30,4,false,6,117,79,1,54364,60,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,false,15,3,true,7,82,10,64,68532,66,magna at nunc commodo placerat praesent blandit nam nulla integer,false
514,Ulrich,Heighway,Hmong,Male,1/9/1948,3,3,3,5/21/2018,true,229055,2,2,1,"Posterior corneal pigmentations, unspecified eye",5,false,15,1,true,4,90,78,81,98748,6,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,true,9,1,true,3,99,31,102,34045,88,proin at turpis a pede posuere nonummy integer non velit donec,false
515,Dwain,MacGorrie,White,Male,5/28/1943,3,3,2,10/2/2018,false,415755,3,4,7,"Small kidney, bilateral",4,false,7,2,true,4,17,106,67,24463,69,leo odio porttitor id consequat in consequat ut nulla sed,false,22,4,true,3,120,50,70,2025,39,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,true
516,Berky,Larkings,Shoshone,Male,6/11/1993,1,2,2,5/30/2019,false,400781,3,3,2,"Age-rel osteopor w crnt path fx, unsp site, 7thP",1,true,22,3,false,7,91,38,92,23758,29,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,false,11,1,true,7,69,115,71,96040,25,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,true
